"age","education.num","occupation","race","sex","hours.per.week","income","marital.statusN","educationN","workclassN","native.countryN"
17,9," Other-service"," Black"," Female",19," <=50K"," Seperated"," School"," Gov"," United-States"
53,3," Prof-specialty"," White"," Female",20," <=50K"," Unmaried"," School"," Private"," Other"
21,7," Machine-op-inspct"," Amer-Indian-Eskimo"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
46,10," Exec-managerial"," White"," Female",29," <=50K"," Seperated"," School"," Gov"," United-States"
49,12," Prof-specialty"," White"," Male",44," >50K"," Maried"," Bachelors"," Private"," United-States"
28,12," Sales"," White"," Male",39," <=50K"," Unmaried"," Bachelors"," Self employed"," United-States"
31,12," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
66,3," Farming-fishing"," White"," Male",44," <=50K"," Maried"," School"," Self employed"," United-States"
39,8," Farming-fishing"," White"," Male",57," >50K"," Maried"," School"," Self employed"," United-States"
56,7," Exec-managerial"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
40,15," Prof-specialty"," White"," Male",39," >50K"," Seperated"," Post-Graduate"," Gov"," United-States"
42,9," Adm-clerical"," White"," Female",35," >50K"," Seperated"," School"," Private"," United-States"
56,8," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
56,13," Prof-specialty"," Black"," Male",39," <=50K"," Unmaried"," Post-Graduate"," Private"," United-States"
30,8," Sales"," White"," Male",55," <=50K"," Maried"," School"," Private"," United-States"
37,8," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
45,3," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
17,11," Machine-op-inspct"," Black"," Female",36," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
40,9," Adm-clerical"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
22,10," Adm-clerical"," Black"," Female",30," <=50K"," Unmaried"," School"," Private"," United-States"
48,4," Farming-fishing"," White"," Male",24," <=50K"," Maried"," School"," Self employed"," United-States"
21,6," Other-service"," Black"," Female",39," <=50K"," Unmaried"," School"," Gov"," United-States"
34,9," Craft-repair"," White"," Male",39," >50K"," Seperated"," School"," Private"," United-States"
38,10," Other-service"," Black"," Female",34," <=50K"," Seperated"," School"," Private"," United-States"
46,8," Handlers-cleaners"," Black"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
39,13," Exec-managerial"," White"," Female",44," <=50K"," Seperated"," Bachelors"," Private"," United-States"
24,12," Prof-specialty"," Amer-Indian-Eskimo"," Female",39," <=50K"," Unmaried"," Bachelors"," Gov"," United-States"
49,14," Exec-managerial"," Asian-Pac-Islander"," Male",44," <=50K"," Maried"," Post-Graduate"," Private"," United-States"
53,15," Prof-specialty"," White"," Male",57," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
33,8," Exec-managerial"," White"," Female",67," <=50K"," Seperated"," School"," Private"," Other"
39,13," Prof-specialty"," White"," Male",34," >50K"," Maried"," Post-Graduate"," Gov"," United-States"
44,9," Handlers-cleaners"," Black"," Female",40," <=50K"," Seperated"," School"," Private"," United-States"
26,8," Handlers-cleaners"," White"," Male",20," <=50K"," Unmaried"," School"," Self employed"," United-States"
35,9," Craft-repair"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
21,10," Tech-support"," Other"," Female",43," <=50K"," Unmaried"," School"," Gov"," United-States"
54,11," Adm-clerical"," White"," Female",58," >50K"," Seperated"," Assoc_Degree"," Private"," United-States"
46,12," Adm-clerical"," White"," Male",43," >50K"," Maried"," Bachelors"," Self employed"," United-States"
40,9," Craft-repair"," White"," Female",43," >50K"," Unmaried"," School"," Gov"," United-States"
52,14," Prof-specialty"," White"," Male",49," >50K"," Maried"," Bachelors"," Private"," Other"
51,10," Protective-serv"," Black"," Male",39," >50K"," Maried"," School"," Private"," United-States"
57,3," Transport-moving"," White"," Male",34," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
45,7," Exec-managerial"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
51,9," Sales"," Asian-Pac-Islander"," Male",39," <=50K"," Maried"," School"," Private"," Other"
33,8," Craft-repair"," White"," Male",56," >50K"," Maried"," School"," Self employed"," United-States"
21,6," Tech-support"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
37,10," Adm-clerical"," White"," Male",39," >50K"," Maried"," School"," Private"," United-States"
63,13," Prof-specialty"," Black"," Female",49," <=50K"," Maried"," Bachelors"," Gov"," United-States"
18,9," Adm-clerical"," Black"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
43,8," Sales"," White"," Male",57," >50K"," Maried"," School"," Self employed"," United-States"
34,9," Adm-clerical"," White"," Female",20," <=50K"," Seperated"," School"," Private"," United-States"
44,12," Adm-clerical"," White"," Male",35," >50K"," Maried"," Assoc_Degree"," Gov"," United-States"
23,9," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
19,9," Other-service"," Black"," Male",21," <=50K"," Unmaried"," School"," Self employed"," United-States"
43,9," Handlers-cleaners"," Black"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
49,8," Handlers-cleaners"," White"," Female",39," >50K"," Maried"," School"," Private"," United-States"
23,11," Adm-clerical"," White"," Female",35," <=50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
32,9," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
49,10," Machine-op-inspct"," White"," Female",39," >50K"," Seperated"," Assoc_Degree"," Private"," United-States"
40,10," Sales"," White"," Male",43," >50K"," Maried"," School"," Self employed"," United-States"
41,3," Sales"," White"," Male",42," >50K"," Maried"," School"," Self employed"," United-States"
48,3," Craft-repair"," Black"," Male",42," <=50K"," Maried"," School"," Private"," Other"
61,13," Prof-specialty"," White"," Male",59," >50K"," Maried"," Bachelors"," Private"," United-States"
39,10," Prof-specialty"," Black"," Male",43," >50K"," Maried"," School"," Gov"," United-States"
16,10," Tech-support"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
70,3," Farming-fishing"," White"," Male",39," <=50K"," Maried"," School"," Self employed"," United-States"
39,14," Prof-specialty"," White"," Female",49," >50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
49,16," Prof-specialty"," White"," Male",69," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
31,9," Adm-clerical"," Black"," Female",40," <=50K"," Seperated"," School"," Private"," United-States"
41,9," Prof-specialty"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
41,13," Sales"," White"," Male",44," >50K"," Maried"," Post-Graduate"," Private"," United-States"
58,2," Handlers-cleaners"," White"," Male",39," <=50K"," Maried"," School"," Private"," Other"
42,9," Sales"," Black"," Female",39," <=50K"," Seperated"," School"," Gov"," United-States"
44,12," Machine-op-inspct"," White"," Female",35," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
30,8," Farming-fishing"," White"," Male",63," <=50K"," Maried"," School"," Self employed"," United-States"
40,10," Sales"," White"," Male",43," >50K"," Maried"," School"," Gov"," United-States"
28,10," Prof-specialty"," White"," Female",39," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
23,12," Handlers-cleaners"," Black"," Male",6," <=50K"," Unmaried"," Bachelors"," Private"," United-States"
44,9," Protective-serv"," Black"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
50,14," Prof-specialty"," White"," Male",39," <=50K"," Widowed"," Bachelors"," Gov"," United-States"
32,10," Craft-repair"," White"," Female",39," >50K"," Unmaried"," Assoc_Degree"," Gov"," United-States"
27,10," Craft-repair"," Amer-Indian-Eskimo"," Male",43," <=50K"," Unmaried"," School"," Private"," United-States"
36,3," Machine-op-inspct"," Asian-Pac-Islander"," Male",39," <=50K"," Maried"," Post-Graduate"," Private"," United-States"
39,9," Transport-moving"," White"," Male",35," >50K"," Maried"," School"," Self employed"," United-States"
44,9," Adm-clerical"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
26,9," Machine-op-inspct"," Black"," Male",45," <=50K"," Seperated"," School"," Gov"," United-States"
23,5," Other-service"," White"," Female",35," <=50K"," Seperated"," School"," Private"," United-States"
28,11," Exec-managerial"," Asian-Pac-Islander"," Male",44," <=50K"," Unmaried"," Assoc_Degree"," Private"," Other"
21,9," Tech-support"," White"," Male",6," <=50K"," Unmaried"," School"," Private"," United-States"
41,8," Protective-serv"," Black"," Male",39," <=50K"," Seperated"," School"," Private"," United-States"
41,10," Craft-repair"," White"," Male",42," >50K"," Maried"," School"," Private"," United-States"
50,13," Prof-specialty"," White"," Male",34," >50K"," Maried"," Post-Graduate"," Private"," United-States"
23,9," Adm-clerical"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
44,3," Machine-op-inspct"," White"," Male",39," >50K"," Maried"," School"," Private"," Other"
19,9," Transport-moving"," White"," Male",8," <=50K"," Maried"," School"," Self employed"," United-States"
60,12," Adm-clerical"," White"," Female",44," <=50K"," Seperated"," Bachelors"," Self employed"," United-States"
41,6," Machine-op-inspct"," White"," Female",18," <=50K"," Seperated"," School"," Private"," United-States"
22,10," Other-service"," White"," Male",29," <=50K"," Unmaried"," School"," Gov"," United-States"
47,9," Adm-clerical"," Amer-Indian-Eskimo"," Female",40," <=50K"," Seperated"," School"," Private"," United-States"
45,8," Adm-clerical"," White"," Male",18," <=50K"," Maried"," School"," Private"," United-States"
75,16," Prof-specialty"," White"," Male",43," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
43,10," Other-service"," White"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
51,5," Handlers-cleaners"," Other"," Male",49," <=50K"," Maried"," School"," Self employed"," United-States"
42,12," Transport-moving"," White"," Male",43," >50K"," Maried"," Bachelors"," Gov"," United-States"
31,8," Other-service"," Black"," Female",39," <=50K"," Seperated"," School"," Private"," United-States"
30,9," Adm-clerical"," Asian-Pac-Islander"," Female",7," >50K"," Maried"," School"," Private"," Other"
44,5," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
24,9," Craft-repair"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
37,7," Craft-repair"," White"," Male",39," <=50K"," Maried"," School"," Private"," United-States"
36,9," Other-service"," Black"," Male",39," >50K"," Seperated"," School"," Unemployed"," United-States"
47,9," Exec-managerial"," White"," Male",58," >50K"," Seperated"," School"," Self employed"," United-States"
30,12," Adm-clerical"," White"," Female",57," <=50K"," Seperated"," Assoc_Degree"," Private"," United-States"
41,7," Machine-op-inspct"," Black"," Male",43," >50K"," Maried"," School"," Private"," United-States"
33,10," Prof-specialty"," White"," Male",40," >50K"," Unmaried"," Assoc_Degree"," Private"," United-States"
43,9," Sales"," White"," Male",56," >50K"," Maried"," School"," Self employed"," United-States"
26,3," Transport-moving"," White"," Female",39," <=50K"," Unmaried"," School"," Private"," United-States"
40,3," Adm-clerical"," White"," Female",39," <=50K"," Unmaried"," School"," Gov"," United-States"
40,8," Craft-repair"," White"," Male",40," >50K"," Maried"," School"," Private"," United-States"
37,8," Handlers-cleaners"," Amer-Indian-Eskimo"," Male",39," <=50K"," Unmaried"," School"," Private"," United-States"
53,9," Adm-clerical"," White"," Male",49," >50K"," Maried"," School"," Private"," United-States"
48,15," Prof-specialty"," White"," Female",44," >50K"," Seperated"," School"," Private"," United-States"
38,9," Other-service"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
20,6," Sales"," Black"," Female",18," <=50K"," Unmaried"," School"," Self employed"," United-States"
50,12," Transport-moving"," White"," Male",49," <=50K"," Maried"," Assoc_Degree"," Self employed"," United-States"
46,13," Sales"," Asian-Pac-Islander"," Male",35," >50K"," Maried"," Bachelors"," Self employed"," Other"
64,8," Sales"," White"," Male",56," >50K"," Maried"," School"," Self employed"," United-States"
67,8," Exec-managerial"," Amer-Indian-Eskimo"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
45,6," Other-service"," Black"," Female",29," <=50K"," Seperated"," School"," Private"," United-States"
40,14," Exec-managerial"," White"," Male",66," >50K"," Maried"," Post-Graduate"," Self employed"," United-States"
41,10," Craft-repair"," White"," Male",33," <=50K"," Maried"," Assoc_Degree"," Private"," United-States"
38,8," Craft-repair"," White"," Male",39," >50K"," Maried"," School"," Self employed"," United-States"
22,10," Protective-serv"," White"," Female",39," <=50K"," Seperated"," Bachelors"," Gov"," United-States"
40,9," Adm-clerical"," White"," Female",39," >50K"," Maried"," School"," Private"," United-States"
36,9," Adm-clerical"," Other"," Male",48," >50K"," Maried"," School"," Private"," Other"
24,9," Adm-clerical"," White"," Female",29," <=50K"," Unmaried"," School"," Private"," United-States"
26,15," Prof-specialty"," White"," Male",49," <=50K"," Unmaried"," Post-Graduate"," Gov"," United-States"
44,8," Sales"," Asian-Pac-Islander"," Female",29," <=50K"," Widowed"," School"," Gov"," United-States"
50,10," Craft-repair"," White"," Male",44," >50K"," Seperated"," Assoc_Degree"," Private"," United-States"
